1435555948.535599,0
1435555948.549390,0
1435555948.563970,0
1435555948.578967,0
1435555948.593940,0
1435555948.609422,0
1435555948.632144,0
1435555948.647513,0
1435555948.662625,0
1435555948.678091,0
1435555948.696723,0
1435555948.713799,0
1435555948.731287,0
1435555948.746241,0
1435555948.760932,0
1435555948.780221,0
1435555948.798088,0
1435555948.817084,0
1435555948.832233,0
1435555948.847686,0
1435555948.864730,0
1435555948.883852,0
1435555948.900926,0
1435555948.919350,0
1435555948.934152,0
1435555948.949291,0
1435555948.968965,0
1435555948.984073,0
1435555949.000622,0
1435555949.018266,0
1435555949.033460,0
1435555949.053499,0
1435555949.067925,0
1435555949.082992,0
1435555949.097953,0
1435555949.113446,0
1435555949.136245,0
1435555949.150213,0
1435555949.169460,0
1435555949.184426,0
1435555949.201939,0
1435555949.221954,0
1435555949.236435,0
1435555949.250125,0
1435555949.263463,0
1435555949.278116,0
1435555949.297282,0
1435555949.315580,0
1435555949.332209,0
1435555949.348428,0
1435555949.363595,0
1435555949.382460,0
1435555949.400927,0
1435555949.418189,0
1435555949.437951,0
1435555949.452853,0
1435555949.470374,0
1435555949.485584,0
1435555949.504600,0
1435555949.519639,0
1435555949.535596,0
1435555949.557595,0
1435555949.575250,0
1435555949.590263,0
1435555949.609401,0
1435555949.628712,0
1435555949.643998,0
1435555949.658668,0
1435555949.673204,0
1435555949.690739,0
1435555949.706146,0
1435555949.721121,0
1435555949.738974,0
1435555949.752570,0
1435555949.768682,0
1435555949.786458,0
1435555949.805206,0
1435555949.820648,0
1435555949.836569,0
1435555949.854023,0
1435555949.870286,0
1435555949.885864,0
1435555949.901499,0
1435555949.917202,0
1435555949.935741,0
1435555949.953226,0
1435555949.968036,0
1435555949.982644,0
1435555950.001063,0
1435555950.015553,0
1435555950.038835,0
1435555950.053400,0
1435555950.067731,0
1435555950.082453,0
1435555950.099385,0
1435555950.119511,0
1435555950.135975,0
1435555950.153533,0
1435555950.167728,0
1435555950.184302,0
1435555950.203579,0
1435555950.221332,0
1435555950.241445,0
1435555950.261564,0
1435555950.276617,0
1435555950.294425,0
1435555950.310880,0
1435555950.327468,0
1435555950.349452,0
1435555950.366908,0
1435555950.381782,0
1435555950.413571,0
1435555950.445293,0
1435555950.477473,0
1435555950.491174,0
1435555950.504846,0
1435555950.520102,0
1435555950.542877,0
1435555950.557263,0
1435555950.571183,0
1435555950.585856,0
1435555950.600581,0
1435555950.615774,0
1435555950.634185,0
1435555950.649092,0
1435555950.663852,0
1435555950.682573,0
1435555950.698275,0
1435555950.717133,0
1435555950.732274,0
1435555950.748711,0
1435555950.764255,0
1435555950.781592,0
1435555950.796702,0
1435555950.815333,0
1435555950.831927,0
1435555950.848200,0
1435555950.863321,0
1435555950.879964,0
1435555950.898904,0
1435555950.914553,0
1435555950.933041,0
1435555950.948283,0
1435555950.962997,0
1435555950.976350,0
1435555950.992105,0
1435555951.011043,0
1435555951.029871,0
1435555951.049238,0
1435555951.066959,0
1435555951.081999,0
1435555951.100789,0
1435555951.118079,0
1435555951.137080,0
1435555951.151922,0
1435555951.166702,0
1435555951.181322,0
1435555951.199521,0
1435555951.216342,0
1435555951.234232,0
1435555951.248241,0
1435555951.263618,0
1435555951.279842,0
